HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV230,HV231,HV232,HV233,HV234,SHCOMMU,SHINTER,SHLANG,SHSECTE,SHTIME,V73
341 10,RW4,341,10,1,341,760726,10,2000,1210,2,1,0,2,1,1,1,6,1,43,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,1, , , ,41,15,21,0,1,0,0,0,0,0,11, , ,1,1,2,29,0,0,7,0, ,2, , , ,30,8,0,1,8,1,.760726
341 19,RW4,341,19,1,341,760726,10,2000,1210,6,1,0,6,6,2,1,6,1,9,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,1, ,1, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,1,1,2,42,0,0,7,0,3,2, , , ,15,8,0,1,8,0,.760726
341 28,RW4,341,28,1,341,760726,10,2000,1210,5,1,0,5,5,0,1,6,1,43,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,75,0,0,7,0, ,2, , , ,7,8,0,1,8,2,.760726
341 37,RW4,341,37,1,341,760726,10,2000,1210,4,1,0,4,4,1,1,6,1,59,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,5,31,0,0,0,0,0,0,0,11, , ,2,1,2,35,0, ,7,0,3,2, , , ,15,8,0,1,8,3,.760726
341 46,RW4,341,46,1,341,760726,10,2000,1210,2,1,1,2,2,0,1,7,1,40,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,31,0,0,7,0, ,2, , , ,7,8,0,1,8,1,.760726
341 55,RW4,341,55,1,341,760726,10,2000,1210,7,0,0,7,7,1,1,6,1,43,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,1, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,4,1,2,51,0,0,7,0,3,2, , , ,30,8,0,1,8,2,.760726
341 64,RW4,341,64,3,341,760726,10,2000,1210,5,1,0,5,5,0,1,7,1,59,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,61,0,1,7,0, ,2, , , ,999,8,0,1,8,2,.760726
341 73,RW4,341,73,1,341,760726,10,2000,1210,2,0,0,2,2,0,1,6,1,40,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,0, ,0, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,1,72,0,0,7,0, ,2, , , ,7,8,0,1,8,1,.760726
341 82,RW4,341,82,1,341,760726,10,2000,1210,6,1,0,6,6,2,1,7,1,45,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,2, ,1, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,1,1,2,38,0,0,7,0,3,2, , , ,15,8,0,1,8,4,.760726
341 91,RW4,341,91,1,341,760726,10,2000,1210,6,1,0,6,6,1,1,6,1,7,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,1,1,2,41,0,0,7,0,3,2, , , ,15,8,0,1,8,2,.760726
341100,RW4,341,100,1,341,760726,10,2000,1210,6,1,2,6,6,1,1,6,1,40,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,1, ,1, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,4,1,2,43,0,0,7,0,3,2, , , ,15,8,0,1,8,4,.760726
341109,RW4,341,109,1,341,760726,10,2000,1210,2,0,0,2,2,0,1,6,1,7,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,57,0,0,7,0, ,2, , , ,15,8,0,1,8,0,.760726
341118,RW4,341,118,1,341,760726,10,2000,1210,3,0,0,3,3,0,1,6,1,7,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,5,21,0,0,0,0,0,0,0,11, , ,1,1,1,31,0,0,7,0, ,2, , , ,15,8,0,1,8,1,.760726
341127,RW4,341,127,1,341,760726,10,2000,1210,7,1,0,7,7,2,1,7,1,6,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,2, ,1, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,1,1,2,41,0,0,7,0,3,2, , , ,999,8,0,1,8,3,.760726
341136,RW4,341,136,1,341,760726,10,2000,1210,2,0,0,2,2,0,1,6,1,7,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,1,1,2,75,0,0,7,0, ,2, , , ,15,8,0,1,8,1,.760726
341145,RW4,341,145,1,341,760726,10,2000,1210,3,0,0,3,3,0,1,6,1,59,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,4,1,2,60,0,0,7,0, ,2, , , ,999,8,0,1,8,2,.760726
341154,RW4,341,154,1,341,760726,10,2000,1210,2,0,0,2,2,0,1,6,1,9,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,0, ,0, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,71,0,0,7,0, ,2, , , ,30,8,0,1,8,2,.760726
341163,RW4,341,163,1,341,760726,10,2000,1210,4,1,0,4,4,0,1,7,1,9,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,2,38,0,0,7,0, ,2, , , ,30,8,0,1,8,0,.760726
341172,RW4,341,172,1,341,760726,10,2000,1210,9,2,0,9,9,1,1,7,1,43,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,1, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,51,0,0,7,0,3,2, , , ,15,8,0,1,8,3,.760726
341181,RW4,341,181,1,341,760726,10,2000,1210,2,0,0,2,2,0,1,6,1,40,88,0,341,163,8,8,2,3,1,761537,49,58,0,8899,0, ,0, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,1,1,2,87,0,0,7,0, ,2, , , ,30,8,0,1,8,1,.760726
341189,RW4,341,189,1,341,760726,10,2000,1210,3,0,0,3,3,0,1,7,1,59,88,0,341,163,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,1,1,1,58,0,0,7,0, ,2, , , ,15,8,0,1,8,1,.760726
342  2,RW4,342,2,1,342,760726,10,2000,1210,8,1,0,7,8,0,1,7,1,33,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,3,1,2,81,0,0,7,0, ,2, , , ,30,8,0,1,13,0,.760726
342  9,RW4,342,9,1,342,760726,10,2000,1210,5,1,0,4,5,1,1,9,1,33,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,4,1,2,44,0,0,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342 16,RW4,342,16,2,342,760726,10,2000,1210,3,1,1,3,3,1,1,9,1,33,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,1, ,1, , , ,41,10,21,0,1,0,9,0,0,0,11, , ,2,1,1,25,9,1,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342 23,RW4,342,23,1,342,760726,10,2000,1210,5,1,0,5,4,2,1,9,1,33,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,2, ,1, , , ,13,15,21,0,0,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342 30,RW4,342,30,1,342,760726,10,2000,1210,9,2,0,9,8,2,1,9,1,33,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,2, ,2, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,39,0,0,7,0,3,2, , , ,30,8,0,1,13,3,.760726
342 37,RW4,342,37,2,342,760726,10,2000,1210,3,1,1,2,3,0,1,7,1,15,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,0, ,1, , , ,42,20,21,0,1,0,0,0,0,0,11, , ,2,1,1,26,0,0,7,0, ,2, , , ,15,8,0,1,13,1,.760726
342 44,RW4,342,44,1,342,760726,10,2000,1210,7,1,0,7,7,2,1,7,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,2,1,1,45,0,0,7,0,3,2, , , ,15,8,0,1,13,0,.760726
342 51,RW4,342,51,1,342,760726,10,2000,1210,5,2,0,3,4,1,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,2, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,2,1,2,28,0,0,7,0,3,2, , , ,7,8,0,1,13,3,.760726
342 58,RW4,342,58,1,342,760726,10,2000,1210,6,1,3,6,6,0,1,7,1,10,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,0, ,1, , , ,42,15,21,0,0,0,0,0,0,0,11, , ,4,1,1,50,0,0,7,0, ,2, , , ,15,8,0,1,13,0,.760726
342 65,RW4,342,65,2,342,760726,10,2000,1210,2,1,0,2,2,0,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,2,24,0,0,7,0, ,2, , , ,15,8,0,1,13,0,.760726
342 72,RW4,342,72,1,342,760726,10,2000,1210,5,2,0,5,5,1,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,2,44,0,1,7,0, ,2, , , ,30,8,0,1,13,13,.760726
342 79,RW4,342,79,1,342,760726,10,2000,1210,3,1,1,3,3,1,1,9,1,10,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,1, ,1, , , ,43,35,21,0,0,0,0,0,0,0,11, , ,2,1,1,30,0,0,7,0,3,2, , , ,999,8,0,1,13,1,.760726
342 86,RW4,342,86,2,342,760726,10,2000,1210,2,1,0,2,2,0,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,2,1,1,50,0,0,7,0, ,2, , , ,15,8,0,1,13,1,.760726
342 93,RW4,342,93,1,342,760726,10,2000,1210,5,2,0,5,5,1,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,2, , , ,41,35,21,0,1,0,0,0,0,0,11, , ,3,1,2,47,0,0,7,0, ,2, , , ,15,8,0,1,13,2,.760726
342100,RW4,342,100,1,342,760726,10,2000,1210,2,0,0,2,2,0,1,7,1,10,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,0, ,0, , , ,42,20,31,0,0,0,0,0,0,0,11, , ,1,1,2,60,0, ,7,0, ,2, , , ,7,8,0,1,13,1,.760726
342107,RW4,342,107,2,342,760726,10,2000,1210,6,1,0,6,6,3,1,7,1,20,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,3, ,1, , , ,41,15,21,0,0,0,0,0,0,0,12, , ,2,1,1,30,0,0,7,0,3,2, , , ,30,8,0,1,13,3,.760726
342114,RW4,342,114,1,342,760726,10,2000,1210,3,1,0,2,3,1,1,9,1,33,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,42,40,21,0,0,0,0,0,0,0,11, , ,1,1,2,30,0,0,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342121,RW4,342,121,1,342,760726,10,2000,1210,4,1,1,4,4,1,1,7,1,20,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,1, ,1, , , ,42,10,31,0,0,0,0,0,0,0,11, , ,2,1,1,30,0, ,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342128,RW4,342,128,1,342,760726,10,2000,1210,4,1,0,4,2,2,1,7,1,20,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,2,1,2,28,0,1,7,0,3,2, , , ,30,8,0,1,13,1,.760726
342135,RW4,342,135,1,342,760726,10,2000,1210,2,0,0,2,2,0,1,9,1,29,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,0, , , ,41,45,21,0,0,0,0,0,0,0,11, , ,2,1,2,59,0,0,7,0, ,2, , , ,30,8,0,1,13,1,.760726
342142,RW4,342,142,1,342,760726,10,2000,1210,2,1,1,2,2,0,1,7,1,20,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,0, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,22,0,0,7,0, ,2, , , ,15,8,0,1,13,0,.760726
342149,RW4,342,149,2,342,760726,10,2000,1210,6,1,0,6,6,1,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,41,3,21,0,0,0,0,0,0,0,11, , ,2,1,1,70,0,0,7,0,3,2, , , ,15,8,0,1,13,0,.760726
342156,RW4,342,156,1,342,760726,10,2000,1210,3,1,0,3,3,0,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,4,1,2,55,0,0,7,0, ,2, , , ,7,8,0,1,13,0,.760726
342163,RW4,342,163,2,342,760726,10,2000,1210,4,0,1,4,4,0,1,9,1,10,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,0, ,0, , , ,42,10,21,0,0,0,0,0,0,0,11, , ,4,1,1,62,0,0,7,0, ,2, , , ,15,8,0,1,13,2,.760726
342170,RW4,342,170,2,342,760726,10,2000,1210,5,1,0,5,5,2,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,2, ,1, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,30,8,0,1,13,0,.760726
342177,RW4,342,177,1,342,760726,10,2000,1210,6,1,0,6,5,0,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,2, , , ,41,1,21,0,0,0,0,0,0,0,11, , ,4,1,2,51,0,0,7,0, ,2, , , ,15,8,0,1,13,1,.760726
342184,RW4,342,184,1,342,760726,10,2000,1210,10,2,0,10,9,2,1,9,1,10,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,2, ,2, , , ,13,90,21,0,0,0,0,0,0,0,11, , ,4,1,1,50,0,0,7,0,3,2, , , ,30,8,0,1,13,6,.760726
342191,RW4,342,191,1,342,760726,10,2000,1210,4,1,0,4,4,0,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,0, ,1, , , ,43,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,32,0,0,7,0, ,2, , , ,30,8,0,1,13,0,.760726
342198,RW4,342,198,2,342,760726,10,2000,1210,3,1,0,3,3,1,1,9,1,15,87,0,342,163,8,8,2,3,0,0,10,20,0,8899,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,24,0,0,7,0,3,2, , , ,30,8,0,1,13,1,.760726
342205,RW4,342,205,1,342,760726,10,2000,1210,2,1,0,2,2,1,1,9,1,29,87,0,342,163,8,8,2,3,1,761537,10,20,0,8899,1, ,1, , , ,41,35,21,0,0,0,0,0,0,0,11, , ,1,1,2,43,0,0,7,0,3,2, , , ,15,8,0,1,13,1,.760726
343  8,RW4,343,8,2,343,760726,10,2000,1210,3,1,0,3,3,1,1,6,1,24,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,13,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,20,0,0,7,0,3,2, , , ,15,8,0,1,2,2,.760726
343 16,RW4,343,16,1,343,760726,10,2000,1210,4,1,0,4,4,1,1,5,1,24,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,3,1,2,55,0,0,7,0,3,2, , , ,30,8,0,1,2,2,.760726
343 24,RW4,343,24,2,343,760726,10,2000,1210,4,1,1,4,4,2,1,6,1,24,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,1, ,1, , , ,42,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,27,0,0,7,0,3,2, , , ,15,8,0,1,2,0,.760726
343 32,RW4,343,32,2,343,760726,10,2000,1210,2,1,0,2,2,0,1,5,1,24,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,0, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,26,0,0,7,0, ,2, , , ,15,8,0,1,2,1,.760726
343 40,RW4,343,40,2,343,760726,10,2000,1210,5,1,0,5,5,1,1,5,1,24,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,36,0,0,7,0,3,2, , , ,15,8,0,1,2,0,.760726
343 48,RW4,343,48,1,343,760726,10,2000,1210,4,1,1,4,4,2,1,5,1,13,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,2, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,22,0,0,7,0,3,2, , , ,30,8,0,1,2,0,.760726
343 58,RW4,343,58,1,343,760726,10,2000,1210,6,1,0,6,6,2,1,5,1,13,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,2, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,2,1,1,46,0,0,7,0,3,2, , , ,30,8,0,1,2,0,.760726
343 64,RW4,343,64,2,343,760726,10,2000,1210,5,1,0,5,5,0,1,6,1,13,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,0, ,1, , , ,41,7,21,0,1,0,0,0,0,0,11, , ,2,1,1,40,0,0,7,0, ,2, , , ,30,8,0,1,2,0,.760726
343 72,RW4,343,72,1,343,760726,10,2000,1210,6,1,1,6,6,2,1,5,1,11,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,2, ,1, , , ,42,40,21,0,1,0,0,0,0,0,12, , ,2,1,1,29,0,0,7,0,3,2, , , ,7,8,0,1,2,6,.760726
343 80,RW4,343,80,1,343,760726,10,2000,1210,4,1,0,4,4,1,1,6,1,15,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,45,21,0,0,0,0,0,0,0,11, , ,1,1,2,36,0,0,7,0,3,2, , , ,15,8,0,1,2,0,.760726
343 88,RW4,343,88,1,343,760726,10,2000,1210,5,1,0,5,5,0,1,5,1,15,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,0, ,1, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,38,0,0,7,0, ,2, , , ,30,8,0,1,2,0,.760726
343 96,RW4,343,96,1,343,760726,10,2000,1210,3,0,0,3,3,0,1,6,1,11,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,0, ,0, , , ,41,15,21,0,0,0,0,0,0,0,11, , ,2,1,1,70,0,0,7,0, ,2, , , ,7,8,0,1,2,1,.760726
343104,RW4,343,104,2,343,760726,10,2000,1210,6,1,0,6,6,0,1,5,1,15,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,4,1,1,50,0,0,7,0, ,2, , , ,30,8,0,1,2,0,.760726
343112,RW4,343,112,1,343,760726,10,2000,1210,8,1,0,8,8,3,1,6,1,13,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,2, ,1, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,43,0,0,7,0,3,2, , , ,30,8,0,1,2,4,.760726
343120,RW4,343,120,1,343,760726,10,2000,1210,6,1,1,5,6,3,1,6,1,11,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,3, ,1, , , ,42,40,21,0,0,0,0,0,0,0,11, , ,1,1,2,29,0,0,7,0,3,2, , , ,7,8,0,1,2,0,.760726
343128,RW4,343,128,4,343,760726,10,2000,1210,5,2,0,5,5,1,1,5,1,6,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,2, , , ,41,30,31,0,0,0,0,0,0,0,11, , ,4,1,1,66,0, ,7,0,3,2, , , ,7,8,0,1,2,0,.760726
343136,RW4,343,136,2,343,760726,10,2000,1210,6,1,0,6,6,2,1,5,1,6,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,2, ,1, , , ,41,90,21,0,0,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0,3,2, , , ,15,8,0,1,2,0,.760726
343144,RW4,343,144,1,343,760726,10,2000,1210,8,2,1,8,8,0,1,5,1,6,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,0, ,2, , , ,41,90,21,0,0,0,0,0,0,0,11, , ,4,1,1,18,0,0,7,0, ,2, , , ,15,8,0,1,2,0,.760726
343152,RW4,343,152,1,343,760726,10,2000,1210,5,1,0,5,5,1,1,5,1,6,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,22,0,0,7,0,3,2, , , ,0,8,0,1,2,0,.760726
343160,RW4,343,160,0,343,0,10,2000,1210,0,0,0,0,0,0,6,5,1,6,8,0,343,164,8,8,2,3,1,0,25,33,50,8899,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
343168,RW4,343,168,1,343,760726,10,2000,1210,4,1,1,4,4,2,1,6,1,11,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,1, ,1, , , ,41,20,21,0,1,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,30,8,0,1,2,3,.760726
343176,RW4,343,176,2,343,760726,10,2000,1210,7,1,0,7,7,1,1,6,1,45,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,43,20,21,0,1,0,0,0,0,0,11, , ,2,1,1,42,0,0,7,0,3,2, , , ,30,8,0,1,2,0,.760726
343184,RW4,343,184,1,343,760726,10,2000,1210,4,1,0,4,4,1,1,6,1,45,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,31,0,0,7,0,3,2, , , ,15,8,0,1,2,0,.760726
343192,RW4,343,192,1,343,760726,10,2000,1210,4,1,0,4,4,1,1,5,1,11,89,0,343,164,8,8,2,3,1,761537,53,35,0,8899,1, ,1, , , ,13,60,31,0,0,0,0,0,0,0,11, , ,1,1,2,31,0, ,7,0,3,2, , , ,0,8,0,1,2,0,.760726
343200,RW4,343,200,2,343,760726,10,2000,1210,4,1,0,4,4,2,1,5,1,45,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,1, ,1, , , ,41,90,21,0,1,0,0,0,0,0,11, , ,2,1,1,31,0,0,7,0,3,2, , , ,15,8,0,1,2,11,.760726
343208,RW4,343,208,1,343,760726,10,2000,1210,5,1,0,5,5,2,1,5,1,45,89,0,343,164,8,8,2,3,0,0,53,35,0,8899,2, ,1, , , ,41,60,21,0,1,0,0,0,1,0,11, , ,1,1,2,37,0,0,7,0,3,2, , , ,30,8,0,1,2,3,.760726
344  6,RW4,344,6,1,344,760726,10,2000,1210,6,1,0,6,4,2,1,9,1,9,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,2,1,1,41,0,0,7,0,3,2, , , ,7,8,0,1,6,0,.760726
344 13,RW4,344,13,1,344,760726,10,2000,1210,7,2,0,7,7,0,1,9,1,9,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,0, ,2, , , ,41,80,21,0,0,0,0,0,0,0,11, , ,4,1,2,39,0,0,7,0, ,2, , , ,30,8,0,1,6,3,.760726
344 20,RW4,344,20,1,344,760726,10,2000,1210,2,1,0,2,2,1,1,9,1,40,89,0,344,164,8,8,2,3,1,761537,49,58,0,8899,1, ,1, , , ,41,70,21,0,0,0,0,0,0,0,11, , ,1,1,2,22,0,0,7,0,3,2, , , ,7,8,0,1,6,0,.760726
344 27,RW4,344,27,1,344,760726,10,2000,1210,5,1,0,5,5,1,1,9,1,9,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,0, ,1, , , ,13,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,82,0,0,7,0, ,2, , , ,7,8,0,1,6,0,.760726
344 34,RW4,344,34,1,344,760726,10,2000,1210,2,0,0,2,2,1,1,9,1,9,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,13,15,21,0,0,0,0,0,0,0,12, , ,1,1,1,30,0,0,7,0, ,2, , , ,30,8,0,1,6,1,.760726
344 41,RW4,344,41,1,344,760726,10,2000,1210,4,1,0,4,4,0,1,9,1,40,89,0,344,164,8,8,2,3,1,761537,49,58,0,8899,0, ,1, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,3,1,2,54,0,0,7,0, ,2, , , ,7,8,0,1,6,2,.760726
344 48,RW4,344,48,1,344,760726,10,2000,1210,1,0,0,1,1,0,1,9,1,9,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,0, ,0, , , ,41,5,21,0,0,0,0,0,0,0,11, , ,1,1,1,31,0,0,7,0, ,2, , , ,15,8,0,1,6,2,.760726
344 55,RW4,344,55,2,344,760726,10,2000,1210,6,1,0,6,6,2,1,9,1,7,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,2, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,2,1,1,44,0,0,7,0,3,2, , , ,15,8,0,1,6,3,.760726
344 62,RW4,344,62,1,344,760726,10,2000,1210,1,0,0,1,1,0,1,9,1,40,89,0,344,164,8,8,2,3,1,761537,49,58,0,8899,0, ,0, , , ,13,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,74,0,0,7,0, ,2, , , ,999,8,0,1,6,1,.760726
344 69,RW4,344,69,1,344,760726,10,2000,1210,8,1,0,8,5,1,1,9,1,43,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,2,1,1,36,0,0,7,0,3,2, , , ,7,8,0,1,6,0,.760726
344 76,RW4,344,76,1,344,760726,10,2000,1210,7,1,0,7,7,1,1,9,1,43,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,36,0,0,7,0,3,2, , , ,999,8,0,1,6,0,.760726
344 83,RW4,344,83,1,344,760726,10,2000,1210,3,1,0,3,3,0,1,9,1,40,89,0,344,164,8,8,2,3,1,761537,49,58,0,8899,0, ,1, , , ,13,35,21,0,1,0,0,0,0,0,11, , ,1,1,2,34,0,0,7,0, ,2, , , ,15,8,0,1,6,0,.760726
344 90,RW4,344,90,1,344,760726,10,2000,1210,5,1,0,5,5,2,1,9,1,43,89,0,344,164,8,8,2,3,0,0,49,58,0,8899,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,27,0,0,7,0,3,2, , , ,7,8,0,1,6,2,.760726
