HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV202,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV234,HV235,HV236,HV237,HV237A,HV237B,HV237C,HV237D,HV237E,HV237F,HV237G,HV237H,HV237I,HV237J,HV237K,HV237X,HV237Z,HV238,HV239,HV240,HV241,HV242,HV243A,HV243B,HV243C,HV243D,HV244,HV245,HV246,HV246A,HV246B,HV246C,HV246D,HV246E,HV246F,HV246G,HV246H,HV246I,HV246J,HV246K,HV247,HV248,HV249,HV250,HV251,HV270,HV271,HML1,HML1A,HML2,SH108AA,SH108BA,SH108BB,SH108BC,SH108BD,SH108BX,SH108C1,SH108C2,SH108E,SHREGION,SHDISTRICT,V126
42 2,RW5,42,2,1,42,1065968,12,2007,1296,5,1,0,5,4,2,1,29,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,15,21,0,1,0,0,0,0,0,11, , , ,2,1,1,38,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,1,1,1,0, , , , , , , , ,2,8,1.065968
42 3,RW5,42,3,2,42,1065968,12,2007,1296,2,0,0,2,2,0,1,29,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,23, ,10,21,0,0,0,0,0,0,0,11, , , ,2,1,1,39,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-40209,2,2,0,1,1,0,0,0,0,2,0, ,2,8,1.065968
42 4,RW5,42,4,1,42,1065968,12,2007,1296,7,1,1,7,7,2,1,30,2,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,10,31,0,0,0,0,0,0,0,11, , , ,3,1,2,65,0, ,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-43793,0,0,0,0, , , , , , , , ,2,8,1.065968
42 5,RW5,42,5,1,42,1065968,12,2007,1296,8,2,1,8,6,0,1,29,1,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,2,21,0,1,0,0,0,0,0,11, , , ,4,1,1,55,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,0,0,0,0, , , , , , , , ,2,8,1.065968
42 6,RW5,42,6,1,42,1065968,12,2007,1296,3,1,1,3,3,1,1,29,1,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,20,22,0,1,0,0,0,0,0,11, , , ,2,1,1,55,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,2,0, ,2,8,1.065968
42 7,RW5,42,7,1,42,1065968,12,2007,1296,4,1,1,4,4,2,1,29,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,15,22,0,0,0,0,0,0,0,11, , , ,4,1,1,53,0,9,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35236,1,1,0,1,1,0,0,0,0,4,2, ,2,8,1.065968
42 8,RW5,42,8,1,42,1065968,12,2007,1296,5,1,1,5,4,2,1,29,1,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,23, ,20,22,0,0,0,0,0,0,0,11, , , ,1,1,1,91,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-58834,0,0,0,1,9,9,9,9,9, , , ,2,8,1.065968
42 9,RW5,42,9,1,42,1065968,12,2007,1296,2,0,0,2,2,0,1,29,1,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,15,21,0,1,0,0,1,0,0,11, , , ,2,1,1,26,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-17132,1,1,1,0, , , , , , , , ,2,8,1.065968
4210,RW5,42,10,2,42,1065968,12,2007,1296,6,2,1,6,6,2,1,29,1,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,41, ,15,22,0,1,0,0,0,0,0,11, , , ,1,1,2,52,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,0,0, , , , , , , , ,2,8,1.065968
4211,RW5,42,11,1,42,1065968,12,2007,1296,1,0,1,1,1,0,1,29,2,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,41, ,15,22,0,1,0,0,0,0,0,11, , , ,2,1,1,41,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,0,0, , , , , , , , ,2,8,1.065968
4212,RW5,42,12,1,42,1065968,12,2007,1296,6,1,3,6,6,1,1,28,1,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,5,21,0,0,0,0,0,0,0,11, , , ,2,1,1,33,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,1,1,2,0, , , , , , , , ,2,8,1.065968
4213,RW5,42,13,1,42,1065968,12,2007,1296,6,3,1,6,6,0,1,29,1,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,23, ,10,21,0,1,0,0,0,0,0,34, , , ,2,1,1,28,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,45353,1,1,1,1,1,0,0,0,0,6,0, ,2,8,1.065968
4214,RW5,42,14,1,42,1065968,12,2007,1296,8,2,1,8,8,2,1,30,2,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,23, ,90,21,0,1,0,0,0,0,0,11, , , ,4,1,1,48,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-28830,1,1,1,1,1,0,0,0,0,8,2, ,2,8,1.065968
4215,RW5,42,15,2,42,1065968,12,2007,1296,6,1,1,6,6,2,1,29,1,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,10,22,0,0,0,0,0,0,0,11, , , ,2,1,1,57,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,2,2,1,0, , , , , , , , ,2,8,1.065968
4216,RW5,42,16,1,42,1065968,12,2007,1296,3,0,1,2,3,0,1,28,1,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,41, ,15,21,0,0,0,0,0,0,0,11, , , ,4,1,1,50,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-43380,0,0,0,1,1,0,0,0,0,2,0, ,2,8,1.065968
4217,RW5,42,17,2,42,1065968,12,2007,1296,3,1,1,3,3,1,1,28,1,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,23, ,4,21,0,0,0,0,0,0,0,11, , , ,2,1,1,27,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-40209,1,1,2,1,1,0,0,0,0,2,0, ,2,8,1.065968
4218,RW5,42,18,2,42,1065968,12,2007,1296,8,2,1,8,5,2,1,28,1,703,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,10,21,0,0,0,0,0,0,0,34, , , ,1,1,2,77,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,43786,0,0,0,1,1,0,0,0,0,8,1, ,2,8,1.065968
4219,RW5,42,19,1,42,1065968,12,2007,1296,2,1,1,2,2,0,1,28,1,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,30,21,0,1,0,0,0,0,0,11, , , ,2,1,1,49,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,2,2,2,1,1,0,0,0,0,2,0, ,2,8,1.065968
4220,RW5,42,20,1,42,1065968,12,2007,1296,1,0,1,1,1,0,1,28,1,706,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,41, ,10,22,0,0,0,0,0,0,0,12, , , ,2,1,1,33,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-23620,1,1,0,1,1,0,0,0,0,1,0, ,2,8,1.065968
4221,RW5,42,21,1,42,1065968,12,2007,1296,3,1,0,3,3,1,1,28,1,706,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,2,1,1,32,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,1,1,1,1,1,0,0,0,0,2,0, ,2,8,1.065968
4222,RW5,42,22,1,42,1065968,12,2007,1296,6,1,1,6,6,0,1,29,1,706,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,20,22,0,0,0,0,0,0,0,11, , , ,2,1,1,32,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,2,2,2,1,1,0,0,0,0,6,0, ,2,8,1.065968
4223,RW5,42,23,2,42,1065968,12,2007,1296,7,1,0,7,6,2,1,30,2,704,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,8,21,0,1,0,0,0,0,0,11, , , ,2,1,1,30,0,1,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,-1769,1,1,0,1,9,9,9,9,9, , , ,2,8,1.065968
4224,RW5,42,24,1,42,1065968,12,2007,1296,5,3,1,5,5,1,1,28,1,706,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,5,22,0,1,0,0,1,0,0,11, , , ,1,1,1,24,0,1,96,0, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,5,51900,0,0,0,1,1,0,0,0,0,2,0, ,2,8,1.065968
4225,RW5,42,25,2,42,1065968,12,2007,1296,5,1,1,5,5,2,1,28,1,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,41, ,5,22,0,1,0,0,0,0,0,11, , , ,2,1,1,38,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,1,1,1,0,0,0,0,5,1, ,2,8,1.065968
4226,RW5,42,26,1,42,1065968,12,2007,1296,4,0,2,4,3,0,1,28,1,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,10,22,0,0,0,0,0,0,0,11, , , ,1,1,2,35,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,0, , , , , , , , ,2,8,1.065968
4227,RW5,42,27,1,42,1065968,12,2007,1296,5,1,1,5,4,2,1,28,1,702,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,3,22,0,0,0,0,0,0,0,11, , , ,4,1,2,42,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,0, , , , , , , , ,2,8,1.065968
4228,RW5,42,28,1,42,1065968,12,2007,1296,2,0,2,2,2,0,1,28,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,2,1,1,42,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,1,1,1,0, , , , , , , , ,2,8,1.065968
4229,RW5,42,29,1,42,1065968,12,2007,1296,1,0,1,1,1,0,1,28,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,2,21,0,1,0,0,1,0,0,99, , , ,2,1,1,28,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,36667,0,0,0,1,1,0,0,0,0,1,0, ,2,8,1.065968
4230,RW5,42,30,1,42,1065968,12,2007,1296,7,0,4,7,7,0,1,28,1,705,2,0,42,3,2,4,2,3,1,1065968,706,702,1, , ,1879, ,1, , ,13, ,10,21,0,1,0,0,1,0,0,34, , , ,4,1,1,51,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,5,74301,0,0,0,0, , , , , , , , ,2,8,1.065968
43 1,RW5,43,1,2,43,2499970,12,2007,1296,12,2,3,10,12,3,1,29,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,15,21,0,1,0,0,0,0,0,11, , , ,4,1,1,54,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,1,1,1,1,1,0,0,0,0,6,0, ,2,2,2.49997
43 2,RW5,43,2,2,43,2499970,12,2007,1296,5,1,1,5,5,1,1,31,2,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,10,22,0,0,0,0,0,0,0,11, , , ,3,1,1,55,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,1,1,0,0,0,0,5,1, ,2,2,2.49997
43 3,RW5,43,3,1,43,2499970,12,2007,1296,1,0,1,1,1,0,1,29,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,21,0,1,0,0,1,0,0,11, , , ,4,1,1,53,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-17132,2,2,0,1,1,0,0,0,0,1,0, ,2,2,2.49997
43 4,RW5,43,4,1,43,2499970,12,2007,1296,7,1,1,7,6,2,1,29,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,10,22,0,1,0,0,0,0,0,11, , , ,4,1,1,77,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,4,1, ,2,2,2.49997
43 5,RW5,43,5,1,43,2499970,12,2007,1296,4,1,1,4,4,2,1,29,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,22,0,1,0,0,0,0,0,34, , , ,1,1,1,22,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,36540,0,0,0,1,1,0,0,0,0,4,2, ,2,2,2.49997
43 6,RW5,43,6,1,43,2499970,12,2007,1296,7,2,3,7,7,1,1,31,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,21,0,1,0,0,0,0,0,11, , , ,2,1,1,25,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,0,0,0,1,1,0,0,0,0,2,0, ,2,2,2.49997
43 7,RW5,43,7,1,43,2499970,1,2008,1297,9,2,2,9,9,2,1,2,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,41, ,60,31,0,0,0,0,0,0,0,11, , , ,2,1,2,38,0, ,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-56776,0,0,0,0, , , , , , , , ,2,2,2.49997
43 8,RW5,43,8,1,43,2499970,12,2007,1296,6,1,0,6,4,3,1,31,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,42, ,5,22,0,1,0,0,0,0,0,11, , , ,3,1,2,41,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49716,2,2,1,1,1,0,0,0,0,6,3, ,2,2,2.49997
43 9,RW5,43,9,1,43,2499970,12,2007,1296,6,1,1,5,5,1,1,31,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,3,22,0,1,0,0,0,0,0,11, , , ,2,1,1,36,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,2,2,1,0, , , , , , , , ,2,2,2.49997
4310,RW5,43,10,1,43,2499970,12,2007,1296,4,1,1,4,4,2,1,31,3,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,42, ,15,22,0,1,0,0,0,0,0,11, , , ,2,1,1,44,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49716,1,1,1,1,1,0,0,0,0,3,2, ,2,2,2.49997
4311,RW5,43,11,1,43,2499970,12,2007,1296,2,1,0,2,2,0,1,31,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,41, ,30,22,0,1,0,0,0,0,0,11, , , ,2,1,1,26,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,1,1,1,0,0,0,0,1,0, ,2,2,2.49997
4312,RW5,43,12,1,43,2499970,12,2007,1296,5,2,1,5,5,0,1,29,2,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,15,22,0,0,0,0,0,0,0,11, , , ,1,1,2,20,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,1,1,0,0,0,0,5,0, ,2,2,2.49997
4313,RW5,43,13,1,43,2499970,12,2007,1296,3,0,1,3,3,0,1,31,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,21,0,0,0,0,0,0,0,11, , , ,4,1,1,54,0,9,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35236,0,0,0,1,1,0,0,0,0,3,0, ,2,2,2.49997
4314,RW5,43,14,2,43,2499970,12,2007,1296,5,1,2,5,5,1,1,31,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,2,22,0,1,0,0,0,0,0,11, , , ,0,1,1,40,0,9,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-23858,2,2,1,1,1,0,0,0,0,3,1, ,2,2,2.49997
4315,RW5,43,15,1,43,2499970,12,2007,1296,2,0,0,2,2,0,1,31,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,10,21,0,1,0,0,0,0,0,11, , , ,2,1,1,34,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,1,1,0,0, , , , , , , , ,2,2,2.49997
4316,RW5,43,16,1,43,2499970,12,2007,1296,4,1,1,4,3,2,1,31,2,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,31,0,0,0,0,0,0,0,11, , , ,2,1,1,60,0, ,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-43793,0,0,0,1,1,0,0,0,0,3,2, ,2,2,2.49997
4317,RW5,43,17,1,43,2499970,1,2008,1297,1,0,0,1,1,0,1,2,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,5,22,0,0,0,0,0,0,0,11, , , ,3,1,2,83,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,1,1,0,0,0,0,1,0, ,2,2,2.49997
4318,RW5,43,18,0,43,0,1,2008,1297,0,0,0,0,0,0,3,3,3,204,2,0,43,3,2,4,2,3,1,0,203,205,1, , ,1636, ,1, , ,13, ,5,22,0,0,0,0,0,0,0,11, , , ,2,1,1,35,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,2,2,0, , , , , , , , , ,2,2,0
4319,RW5,43,19,2,43,2499970,1,2008,1297,5,1,1,5,5,1,1,2,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,42, ,20,22,0,1,0,0,0,0,0,11, , , ,4,1,2,43,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49716,0,0,0,1,1,0,0,0,0,5,1, ,2,2,2.49997
4320,RW5,43,20,2,43,2499970,1,2008,1297,6,1,0,6,4,2,1,2,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,42, ,3,22,0,1,0,0,0,0,0,11, , , ,2,1,1,42,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49716,1,1,2,1,1,0,0,0,0,6,2, ,2,2,2.49997
4321,RW5,43,21,1,43,2499970,1,2008,1297,4,1,1,4,4,2,1,2,1,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,40,22,0,0,0,0,0,0,0,11, , , ,2,1,1,33,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,0, , , , , , , , ,2,2,2.49997
4322,RW5,43,22,1,43,2499970,1,2008,1297,11,4,2,11,10,2,1,2,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,41, ,10,22,0,0,0,0,0,0,0,12, , , ,4,1,2,75,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-23620,1,1,0,1,1,0,0,0,0,7,2, ,2,2,2.49997
4323,RW5,43,23,2,43,2499970,1,2008,1297,5,1,1,5,5,2,1,2,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,4,22,0,0,0,0,0,0,0,11, , , ,4,1,1,67,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,0, , , , , , , , ,2,2,2.49997
4324,RW5,43,24,1,43,2499970,1,2008,1297,11,1,1,11,10,3,1,2,2,204,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,10,21,0,1,0,0,0,0,0,11, , , ,4,1,2,47,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,1,1,0,1,1,0,0,0,0,9,3, ,2,2,2.49997
4325,RW5,43,25,1,43,2499970,1,2008,1297,4,1,1,4,4,2,1,3,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,50,22,0,1,0,0,1,0,0,34, , , ,2,1,1,38,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,38426,2,2,2,0, , , , , , , , ,2,2,2.49997
4326,RW5,43,26,1,43,2499970,1,2008,1297,1,0,0,1,1,0,1,3,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,35,22,0,0,0,0,0,0,0,11, , , ,4,1,2,60,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,0,0,0,1,1,0,0,0,0,1,0, ,2,2,2.49997
4327,RW5,43,27,1,43,2499970,1,2008,1297,5,1,1,5,5,2,1,3,1,201,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,60,22,0,1,0,0,0,0,0,11, , , ,4,1,2,45,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,3,1, ,2,2,2.49997
4328,RW5,43,28,2,43,2499970,1,2008,1297,6,1,1,6,6,3,1,3,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,34, , , ,4,1,1,57,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,36540,1,1,0,1,1,0,0,0,0,3,2, ,2,2,2.49997
4329,RW5,43,29,2,43,2499970,1,2008,1297,5,1,1,5,5,2,1,3,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,13, ,120,22,0,1,0,0,0,0,0,34, , , ,2,1,1,37,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,36540,2,2,1,1,1,0,0,0,0,5,2, ,2,2,2.49997
4330,RW5,43,30,2,43,2499970,1,2008,1297,5,1,1,5,5,2,1,3,1,202,2,0,43,3,2,4,2,3,1,2499970,203,205,1, , ,1636, ,1, , ,41, ,40,22,0,1,0,0,1,0,0,34, , , ,4,1,2,60,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,25443,2,2,0,0, , , , , , , , ,2,2,2.49997
44 1,RW5,44,1,2,44,991698,12,2007,1296,3,1,1,3,3,1,1,16,1,806,3,0,44,3,2,1,2,3,1,991698,805,806,2, , ,1620, ,1, , ,41, ,60,22,0,1,0,0,0,0,0,11, , , ,2,1,1,27,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,2,0, , , , , , , , ,2,6,.991698
44 2,RW5,44,2,1,44,991698,12,2007,1296,1,0,1,1,1,0,1,17,1,802,3,0,44,3,2,1,2,3,1,991698,805,806,2, , ,1620, ,1, , ,41, ,120,22,0,1,0,0,0,0,0,11, , , ,4,1,2,57,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,0,0,0,0, , , , , , , , ,2,9,.991698
