HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
513 57,RW2,513,57,0,148,1126893,6,92,1110,4,1,0,4,4,2,1,24,2,36,7,0,148,47,2,2,2,3,0,0,12,12,1,10,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,28,5,10,2,1.126893
513 60,RW2,513,60,0,148,1126893,6,92,1110,2,1,0,2,2,0,1,22,1,36,7,0,148,47,2,2,2,3,0,0,12,12,1,10,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,5,10,2,1.126893
513 62,RW2,513,62,0,148,1126893,6,92,1110,4,1,0,4,4,2,1,24,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,31,5,10,2,1.126893
513 65,RW2,513,65,0,148,1126893,6,92,1110,8,1,1,8,8,3,1,22,1,36,7,0,148,47,2,2,2,3,2,1126893,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,38,5,10,2,1.126893
513 68,RW2,513,68,0,148,1126893,6,92,1110,9,1,0,9,9,1,1,22,1,36,7,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,50,5,10,2,1.126893
513 70,RW2,513,70,0,148,1126893,6,92,1110,6,1,0,6,6,3,1,22,1,36,9,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,29,5,10,2,1.126893
513 73,RW2,513,73,0,148,1126893,6,92,1110,2,1,0,2,2,0,1,24,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,50,5,10,2,1.126893
513 75,RW2,513,75,0,148,1126893,6,92,1110,1,0,0,1,1,0,1,22,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,80,5,10,2,1.126893
513 78,RW2,513,78,0,148,1126893,6,92,1110,2,1,1,2,2,0,1,22,1,34,9,0,148,47,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,38,5,10,2,1.126893
513 81,RW2,513,81,0,148,1126893,6,92,1110,9,2,0,9,9,3,1,22,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,43,5,10,2,1.126893
513 83,RW2,513,83,0,148,1126893,6,92,1110,6,1,0,6,6,2,1,24,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,34,5,10,2,1.126893
513 86,RW2,513,86,0,148,1126893,6,92,1110,2,0,0,2,2,0,1,22,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,60,31,0,0, ,0,0,0,0,11, , ,1,1,1,2,69,5,10,2,1.126893
513 88,RW2,513,88,0,148,1126893,6,92,1110,3,1,0,3,3,1,1,22,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,60,23,0,1, ,0,0,0,0,11, , ,3,2,1,1,23,5,10,2,1.126893
513 91,RW2,513,91,0,148,1126893,6,92,1110,4,1,1,4,4,2,1,22,1,34,9,0,148,47,2,2,2,3,2,1126893,12,12,1,20,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,26,5,10,2,1.126893
513 94,RW2,513,94,0,148,1126893,6,92,1110,1,0,0,1,1,0,1,22,1,34,9,0,148,47,2,2,2,3,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,29,5,10,2,1.126893
514 88,RW2,514,88,0,149,1126893,6,92,1110,2,0,0,2,2,0,1,17,1,17,1,0,149,48,2,2,2,3,0,0,12,12,1,180,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,72,5,11,2,1.126893
514 90,RW2,514,90,0,149,1126893,6,92,1110,5,1,0,5,5,2,1,17,1,13,1,0,149,48,2,2,2,3,0,0,12,12,9,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,39,5,11,2,1.126893
514 92,RW2,514,92,0,149,1126893,6,92,1110,3,1,1,3,3,1,1,17,1,13,1,0,149,48,2,2,2,3,2,1126893,41,12,0,360,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,5,11,2,1.126893
514 95,RW2,514,95,0,149,1126893,6,92,1110,5,0,0,4,5,0,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,420,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,57,5,11,2,1.126893
514 97,RW2,514,97,0,149,1126893,6,92,1110,6,1,0,6,6,2,1,17,1,13,1,0,149,48,2,2,2,3,0,0,41,12,0,240,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,72,5,11,2,1.126893
514 99,RW2,514,99,0,149,1126893,6,92,1110,4,1,0,4,4,2,1,16,1,14,1,0,149,48,2,2,2,3,0,0,32,32,1,300,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,29,5,11,2,1.126893
514101,RW2,514,101,0,149,1126893,6,92,1110,7,1,0,7,7,2,1,17,1,14,1,0,149,48,2,2,2,3,0,0,32,32,1,240,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,39,5,11,2,1.126893
514103,RW2,514,103,0,149,1126893,6,92,1110,8,2,0,8,7,1,1,17,1,14,1,0,149,48,2,2,2,3,0,0,32,32,1,240,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,44,5,11,2,1.126893
514108,RW2,514,108,0,149,1126893,6,92,1110,8,1,0,8,8,2,1,17,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,420,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,39,5,11,2,1.126893
514110,RW2,514,110,0,149,1126893,6,92,1110,1,0,0,1,1,0,1,16,1,16,1,0,149,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,3,1,1,1,34,5,11,2,1.126893
514112,RW2,514,112,0,149,1126893,6,92,1110,6,1,0,6,6,2,1,16,1,14,1,0,149,48,2,2,2,3,0,0,32,32,1,300,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,33,5,11,2,1.126893
514115,RW2,514,115,0,149,1126893,6,92,1110,1,0,0,1,1,0,1,16,1,14,1,0,149,48,2,2,2,3,0,0,31,31,1,120,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,75,5,11,2,1.126893
514117,RW2,514,117,0,149,1126893,6,92,1110,3,0,0,3,3,1,1,16,1,14,1,0,149,48,2,2,2,3,2,1126893,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,87,5,11,2,1.126893
514119,RW2,514,119,0,149,1126893,6,92,1110,6,1,0,6,6,3,1,17,2,16,1,0,149,48,2,2,2,3,0,0,12,12,1,360,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,5,11,2,1.126893
514121,RW2,514,121,0,149,1126893,6,92,1110,6,1,0,6,6,1,1,16,1,14,1,0,149,48,2,2,2,3,0,0,31,31,1,300,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,80,5,11,2,1.126893
514124,RW2,514,124,0,149,1126893,6,92,1110,2,1,0,2,1,0,1,16,1,14,1,0,149,48,2,2,2,3,0,0,32,32,1,150,23,0,0, ,0,0,0,0,11, , ,1,2,1,2,28,5,11,2,1.126893
514126,RW2,514,126,0,149,1126893,6,92,1110,5,2,0,5,5,2,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,420,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,23,5,11,2,1.126893
514128,RW2,514,128,0,149,1126893,6,92,1110,7,1,1,7,7,0,1,16,1,15,1,0,149,48,2,2,2,3,2,1126893,12,12,1,300,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,48,5,11,2,1.126893
514130,RW2,514,130,0,149,1126893,6,92,1110,2,0,0,2,2,0,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,600,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,68,5,11,2,1.126893
514133,RW2,514,133,0,149,1126893,6,92,1110,7,1,0,7,7,1,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,0,240,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,52,5,11,2,1.126893
514135,RW2,514,135,0,149,1126893,6,92,1110,2,1,0,2,2,0,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,360,23,0,0, ,0,0,0,0,11, , ,99,2,1,1,40,5,11,2,1.126893
514137,RW2,514,137,0,149,1126893,6,92,1110,8,1,0,8,8,1,1,16,1,15,1,0,149,48,2,2,2,3,0,0,12,12,1,480,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,52,5,11,2,1.126893
514139,RW2,514,139,0,149,1126893,6,92,1110,6,1,1,6,6,1,1,16,1,13,1,0,149,48,2,2,2,3,2,1126893,41,12,0,300,31,0,0, ,0,0,0,0,11, , ,2,4,1,1,41,5,11,2,1.126893
514142,RW2,514,142,0,149,1126893,6,92,1110,2,1,0,2,2,0,1,16,1,13,1,0,149,48,2,2,2,3,0,0,41,12,0,180,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,29,5,11,2,1.126893
514144,RW2,514,144,0,149,1126893,6,92,1110,3,1,0,3,3,0,1,16,1,13,1,0,149,48,2,2,2,3,0,0,41,12,0,300,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,29,5,11,2,1.126893
514146,RW2,514,146,0,149,1126893,6,92,1110,5,1,0,5,5,1,1,17,3,13,1,0,149,48,2,2,2,3,0,0,12,12,1,240,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,38,5,11,2,1.126893
514148,RW2,514,148,0,149,1126893,6,92,1110,1,0,0,1,1,0,1,16,1,13,1,0,149,48,2,2,2,3,0,0,12,41,0,996,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,80,5,11,2,1.126893
514151,RW2,514,151,0,149,1126893,6,92,1110,6,2,0,6,6,1,1,16,1,13,1,0,149,48,2,2,2,3,2,1126893,12,12,1,360,23,0,0, ,0,0,0,0,11, , ,2,3,1,2,37,5,11,2,1.126893
514153,RW2,514,153,0,149,1126893,6,92,1110,6,1,0,6,6,3,1,16,2,16,1,0,149,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,30,5,11,2,1.126893
514155,RW2,514,155,0,149,1126893,6,92,1110,8,2,0,8,8,2,1,16,1,14,1,0,149,48,2,2,2,3,0,0,31,31,1,300,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,50,5,11,2,1.126893
514157,RW2,514,157,0,149,1126893,6,92,1110,1,0,0,1,1,0,1,16,1,16,1,0,149,48,2,2,2,3,0,0,12,12,1,300,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,75,5,11,2,1.126893
514159,RW2,514,159,0,149,1126893,6,92,1110,7,0,0,7,7,1,1,17,1,16,1,0,149,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,55,5,11,2,1.126893
514162,RW2,514,162,0,149,1126893,6,92,1110,4,1,1,4,4,2,1,16,1,17,1,0,149,48,2,2,2,3,2,1126893,12,12,1,180,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,34,5,11,2,1.126893
514164,RW2,514,164,0,149,1126893,6,92,1110,4,1,0,4,4,0,1,16,1,16,1,0,149,48,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,60,5,11,2,1.126893
514166,RW2,514,166,0,149,1126893,6,92,1110,6,1,0,6,6,1,1,16,1,16,1,0,149,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,44,5,11,2,1.126893
514514,RW2,514,514,0,149,1126893,6,92,1110,6,1,1,6,6,2,1,17,1,15,1,0,149,48,2,2,2,3,2,1126893,41,12,0,360,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,37,5,11,2,1.126893
515 72,RW2,515,72,0,150,1126893,6,92,1110,5,1,0,5,5,2,1,17,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,190,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,34,5,11,10,1.126893
515 74,RW2,515,74,0,150,1126893,6,92,1110,4,1,0,4,4,1,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,29,5,11,10,1.126893
515 76,RW2,515,76,0,150,1126893,6,92,1110,3,1,0,3,3,1,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,22,5,11,10,1.126893
515 78,RW2,515,78,0,150,1126893,6,92,1110,4,0,0,4,4,0,1,18,1,14,1,0,150,48,2,2,2,3,2,1126893,32,32,1,80,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,65,5,11,10,1.126893
515 80,RW2,515,80,0,150,0,6,92,1110,0,0,0,0,0,0,3,19,3,14,1,0,150,48,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,11,10,0
515 82,RW2,515,82,0,150,1126893,6,92,1110,5,1,0,5,5,0,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,64,5,11,10,1.126893
515 84,RW2,515,84,0,150,1126893,6,92,1110,5,1,0,5,5,2,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,90,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,5,11,10,1.126893
515 86,RW2,515,86,0,150,0,6,92,1110,0,0,0,0,0,0,3,19,2,16,1,0,150,48,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,11,10,0
515 88,RW2,515,88,0,150,1126893,6,92,1110,2,0,0,2,2,1,1,18,1,16,1,0,150,48,2,2,2,3,2,1126893,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,1,1,1,64,5,11,10,1.126893
515 90,RW2,515,90,0,150,1126893,6,92,1110,11,3,0,11,10,3,1,18,1,13,1,0,150,48,2,2,2,3,0,0,41,12,0,150,23,0,0, ,0,0,0,0,11, , ,4,4,1,2,45,5,11,10,1.126893
515 92,RW2,515,92,0,150,1126893,6,92,1110,4,1,0,4,4,0,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,150,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,63,5,11,10,1.126893
515 93,RW2,515,93,0,150,1126893,6,92,1110,5,1,0,5,5,0,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,90,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,56,5,11,10,1.126893
515 95,RW2,515,95,0,150,1126893,6,92,1110,4,1,0,4,4,1,1,18,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,90,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,43,5,11,10,1.126893
515 97,RW2,515,97,0,150,1126893,6,92,1110,4,0,0,4,4,0,1,18,1,16,1,0,150,48,2,2,2,3,2,1126893,12,12,1,120,23,0,0, ,0,0,0,0,34, , ,3,2,1,1,65,5,11,10,1.126893
515 99,RW2,515,99,0,150,1126893,6,92,1110,3,1,0,3,3,1,1,18,2,16,1,0,150,48,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,35,5,11,10,1.126893
515101,RW2,515,101,0,150,1126893,6,92,1110,6,1,0,6,6,2,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,38,5,11,10,1.126893
515103,RW2,515,103,0,150,1126893,6,92,1110,7,1,0,7,7,2,1,18,2,15,1,0,150,48,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,39,5,11,10,1.126893
515105,RW2,515,105,0,150,1126893,6,92,1110,4,1,0,4,4,0,1,18,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,47,5,11,10,1.126893
515107,RW2,515,107,0,150,1126893,6,92,1110,6,2,1,6,6,0,1,18,1,15,1,0,150,48,2,2,2,3,2,1126893,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,46,5,11,10,1.126893
515109,RW2,515,109,0,150,1126893,6,92,1110,7,1,0,7,7,1,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,50,5,11,10,1.126893
515111,RW2,515,111,0,150,1126893,6,92,1110,4,0,0,4,4,0,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,1, ,0,0,0,0,34, , ,3,4,1,1,52,5,11,10,1.126893
515113,RW2,515,113,0,150,1126893,6,92,1110,2,0,0,2,2,1,1,19,1,13,1,0,150,48,2,2,2,3,0,0,41,12,0,60,23,0,1, ,0,0,0,0,11, , ,1,1,1,1,28,5,11,10,1.126893
515115,RW2,515,115,0,150,0,6,92,1110,0,0,0,0,0,0,3,18,3,13,1,0,150,48,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,11,10,0
515117,RW2,515,117,0,150,1126893,6,92,1110,6,1,1,6,6,1,1,19,1,13,1,0,150,48,2,2,2,3,2,1126893,41,12,0,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,5,11,10,1.126893
515119,RW2,515,119,0,150,1126893,6,92,1110,6,1,0,6,6,2,1,19,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,120,31,0,0, ,0,0,0,0,11, , ,2,1,1,2,32,5,11,10,1.126893
515121,RW2,515,121,0,150,1126893,6,92,1110,3,1,0,3,3,1,1,18,1,13,1,0,150,48,2,2,2,3,0,0,31,12,0,180,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,11,10,1.126893
515123,RW2,515,123,0,150,0,6,92,1110,0,0,0,0,0,0,3,19,3,15,1,0,150,48,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,11,10,0
515124,RW2,515,124,0,150,1126893,6,92,1110,7,1,0,7,7,1,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,98,5,11,10,1.126893
515126,RW2,515,126,0,150,1126893,6,92,1110,4,1,1,4,4,2,1,18,1,13,1,0,150,48,2,2,2,3,2,1126893,12,12,1,60,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,33,5,11,10,1.126893
515129,RW2,515,129,0,150,1126893,6,92,1110,5,2,0,5,5,0,1,18,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,58,5,11,10,1.126893
515131,RW2,515,131,0,150,1126893,6,92,1110,4,1,0,4,4,0,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,5,11,10,1.126893
515133,RW2,515,133,0,150,1126893,6,92,1110,4,0,0,4,4,0,1,18,1,16,1,0,150,48,2,2,2,3,0,0,12,12,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,62,5,11,10,1.126893
515135,RW2,515,135,0,150,1126893,6,92,1110,1,0,0,1,1,0,1,18,1,15,1,0,150,48,2,2,2,3,0,0,12,12,1,180,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,25,5,11,10,1.126893
515137,RW2,515,137,0,150,1126893,6,92,1110,5,1,1,5,5,2,1,19,2,14,1,0,150,48,2,2,2,3,2,1126893,32,32,1,60,23,0,1, ,0,1,0,0,11, , ,2,2,1,1,31,5,11,10,1.126893
515139,RW2,515,139,0,150,1126893,6,92,1110,3,1,0,3,3,1,1,18,1,14,1,0,150,48,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,17,5,11,10,1.126893
516  3,RW2,516,3,0,151,1126893,6,92,1110,2,1,0,2,2,0,1,19,1,45,3,0,151,49,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,29,5,12,6,1.126893
516  5,RW2,516,5,0,151,1126893,6,92,1110,5,0,0,5,5,0,1,20,1,45,3,0,151,49,2,2,2,3,0,0,32,32,1,30,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,67,5,12,6,1.126893
516  8,RW2,516,8,0,151,1126893,6,92,1110,2,0,0,2,2,0,1,21,1,45,3,0,151,49,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,1,2,1,2,51,5,12,6,1.126893
516 11,RW2,516,11,0,151,1126893,6,92,1110,4,1,1,4,4,1,1,20,1,45,3,0,151,49,2,2,2,3,2,1126893,32,32,1,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,33,5,12,6,1.126893
516 13,RW2,516,13,0,151,1126893,6,92,1110,7,1,0,7,7,2,1,20,1,45,3,0,151,49,2,2,2,3,0,0,31,31,1,20,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,49,5,12,6,1.126893
516 16,RW2,516,16,0,151,1126893,6,92,1110,7,1,0,7,7,2,1,19,1,42,3,0,151,49,2,2,2,3,0,0,31,31,1,10,23,0,1, ,0,1,0,0,34, , ,2,2,1,1,36,5,12,6,1.126893
516 19,RW2,516,19,0,151,1126893,6,92,1110,2,0,0,2,1,0,1,19,1,43,3,0,151,49,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,98,5,12,6,1.126893
516 21,RW2,516,21,0,151,1126893,6,92,1110,6,2,0,6,6,1,1,19,1,43,3,0,151,49,2,2,2,3,0,0,32,32,1,30,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,39,5,12,6,1.126893
516 24,RW2,516,24,0,151,1126893,6,92,1110,4,1,0,4,4,0,1,19,1,43,3,0,151,49,2,2,2,3,2,1126893,31,32,0,5,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,50,5,12,6,1.126893
516 27,RW2,516,27,0,151,1126893,6,92,1110,11,2,0,11,11,3,1,19,1,44,3,0,151,49,2,2,2,3,0,0,31,32,0,60,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,52,5,12,6,1.126893
516 30,RW2,516,30,0,151,1126893,6,92,1110,1,0,0,1,1,0,1,19,1,44,3,0,151,49,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,68,5,12,6,1.126893
516 32,RW2,516,32,0,151,1126893,6,92,1110,4,1,0,4,4,2,1,19,1,44,3,0,151,49,2,2,2,3,0,0,32,32,1,40,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,27,5,12,6,1.126893
516 35,RW2,516,35,0,151,1126893,6,92,1110,6,1,0,6,6,1,1,19,1,44,3,0,151,49,2,2,2,3,0,0,32,32,1,4,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,61,5,12,6,1.126893
516 38,RW2,516,38,0,151,1126893,6,92,1110,4,1,1,4,4,2,1,19,1,45,3,0,151,49,2,2,2,3,2,1126893,31,31,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,28,5,12,6,1.126893
516 40,RW2,516,40,0,151,1126893,6,92,1110,5,1,0,5,5,1,1,19,1,45,3,0,151,49,2,2,2,3,0,0,32,32,1,10,23,1,0, ,1,0,0,0,11, , ,2,2,1,1,34,5,12,6,1.126893
516 43,RW2,516,43,0,151,1126893,6,92,1110,9,2,0,9,9,1,1,19,1,45,3,0,151,49,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,61,5,12,6,1.126893
516 46,RW2,516,46,0,151,1126893,6,92,1110,3,0,0,3,3,0,1,19,1,45,3,0,151,49,2,2,2,3,0,0,31,12,0,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,68,5,12,6,1.126893
516 48,RW2,516,48,0,151,1126893,6,92,1110,9,2,0,9,9,2,1,19,1,46,3,0,151,49,2,2,2,3,0,0,32,32,1,120,23,0,1, ,0,1,0,0,11, , ,3,4,1,1,50,5,12,6,1.126893
516 51,RW2,516,51,0,151,1126893,6,92,1110,6,2,0,6,6,0,1,19,1,46,3,0,151,49,2,2,2,3,2,1126893,31,31,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,52,5,12,6,1.126893
516 54,RW2,516,54,0,151,1126893,6,92,1110,7,1,0,7,7,2,1,20,1,46,3,0,151,49,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,33,5,12,6,1.126893
516 56,RW2,516,56,0,151,1126893,6,92,1110,3,1,0,3,3,1,1,20,1,46,3,0,151,49,2,2,2,3,0,0,31,31,1,60,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,31,5,12,6,1.126893
516 59,RW2,516,59,0,151,1126893,6,92,1110,9,2,0,9,9,2,1,19,1,46,3,0,151,49,2,2,2,3,0,0,31,31,1,120,23,0,1, ,0,1,0,0,11, , ,3,4,1,1,38,5,12,6,1.126893
516 62,RW2,516,62,0,151,1126893,6,92,1110,4,0,0,4,4,0,1,20,1,46,3,0,151,49,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,98,5,12,6,1.126893
516 64,RW2,516,64,0,151,1126893,6,92,1110,8,1,0,8,8,0,1,20,1,46,3,0,151,49,2,2,2,3,2,1126893,31,32,0,10,23,0,1, ,0,0,0,0,11, , ,3,5,1,1,53,5,12,6,1.126893
516 67,RW2,516,67,0,151,1126893,6,92,1110,6,0,0,5,6,0,1,21,1,46,3,0,151,49,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,59,5,12,6,1.126893
516 70,RW2,516,70,0,151,1126893,6,92,1110,4,1,0,4,3,2,1,21,1,44,3,0,151,49,2,2,2,3,0,0,32,32,1,20,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,30,5,12,6,1.126893
516 73,RW2,516,73,0,151,1126893,6,92,1110,4,1,0,4,4,2,1,21,1,45,3,0,151,49,2,2,2,3,0,0,32,32,1,60,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,29,5,12,6,1.126893
516 75,RW2,516,75,0,151,1126893,6,92,1110,5,1,0,5,5,1,1,21,1,44,3,0,151,49,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,28,5,12,6,1.126893
516 78,RW2,516,78,0,151,1126893,6,92,1110,3,1,1,3,3,1,1,21,1,47,3,0,151,49,2,2,2,3,2,1126893,32,32,1,110,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,5,12,6,1.126893
516 81,RW2,516,81,0,151,1126893,6,92,1110,1,0,0,1,1,0,1,20,1,43,3,0,151,49,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,35,5,12,6,1.126893
516 83,RW2,516,83,0,151,1126893,6,92,1110,5,1,0,5,5,2,1,20,1,43,3,0,151,49,2,2,2,3,0,0,32,32,1,8,23,0,1, ,0,0,0,0,11, , ,2,5,1,1,29,5,12,6,1.126893
516 86,RW2,516,86,0,151,1126893,6,92,1110,7,1,0,7,7,2,1,20,1,43,3,0,151,49,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,5,12,6,1.126893
